date,open,high,low,close,volume
2013/2/28,76.81620967,76.9361413,76.26795079,76.71341113,14552000
2013/3/1,76.30221697,76.82477622,76.17371879,76.61061259,11301600
2013/3/4,76.35361624,76.45641478,75.77965772,76.19941843,10994000
2013/3/5,76.65344531,77.22740383,76.48639769,76.7648104,13072600
2013/3/6,76.75624386,77.05607293,76.28508388,76.72197768,13234400
2013/3/7,76.78194349,76.89330858,75.96812171,75.99382134,12905300
2013/3/8,76.2508177,76.43928169,75.68542572,76.21655152,11896300
2013/3/11,76.2508177,76.71341113,75.84990339,76.37931587,12454800
2013/3/12,76.62774568,77.02180675,76.2508177,76.37931587,11470000
2013/3/13,76.25938424,76.6705784,76.09661988,76.46498132,10539900
2013/3/14,76.5934795,77.02180675,76.5934795,76.95327439,13775500
2013/3/15,76.41358205,76.7648104,76.0623537,76.55921332,29240100
2013/3/18,76.01952098,76.57634641,75.85675662,76.04522061,11553700
2013/3/19,76.14801916,76.31935006,75.4028154,75.88245626,11987900
2013/3/20,76.19941843,76.4221486,75.642593,75.92528898,11319000
2013/3/21,75.48839518,75.93385553,75.29993119,75.53122791,13447500
2013/3/22,75.72825845,76.49068096,75.65972609,76.49068096,10786600
2013/3/25,76.6705784,77.01324021,75.95098862,76.25938424,12900800
2013/3/26,76.5934795,77.35590201,76.55064677,77.21027074,12329600
2013/3/27,76.72197768,77.72854672,76.64487877,77.59576527,12350800
2013/3/28,77.64716454,77.93842708,77.09033911,77.19313765,17485200
2013/4/1,77.21027074,77.94271035,77.08177257,77.75852963,9414200
2013/4/2,77.60433182,77.8870278,77.33876892,77.59576527,9991800
2013/4/3,77.65573109,77.8099289,76.97897403,77.03893984,12197100
2013/4/4,77.18457111,77.38160165,76.43499842,76.90187512,11582000
2013/4/5,75.90815589,76.4221486,75.72825845,76.2508177,12771600
2013/4/8,76.33648315,76.33648315,75.51418049,75.89958935,11013900
2013/4/9,75.97668825,76.53351368,75.8910228,76.04522061,10753400
2013/4/10,75.77109117,76.37931587,75.55692755,75.96812171,14823700
